#Organism/Name	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center
Pasteurella multocida subsp. gallicida str. Anand1_poultry	PRJNA66361	66361	Proteobacteria	Gammaproteobacteria	2.22794	40.2	-	-	-	-	AFRR01	489	2337	2284	2011/06/24	2011/09/16	Scaffolds or contigs	Department of Veterinary Microbiology, College of Veterinary Science and Animal Husbandry, Anand Agricultural University, Anand, Gujarat, India
Pasteurella multocida subsp. multocida str. Anand1_goat	PRJNA66363	66363	Proteobacteria	Gammaproteobacteria	2.28538	40.5	-	-	-	-	AFRS01	349	2319	2266	2011/06/24	2011/06/24	Scaffolds or contigs	Department of Veterinary Microbiology, College of Veterinary Science and Animal Husbandry, Anand Agricultural University, Anand, Gujarat, India
Pasteurella multocida subsp. multocida str. P52VAC	PRJNA72159	72159	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Anand Agricultural University
Pasteurella multocida subsp. multocida str. cattle_CQ2	PRJNA74547	74547	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	College of Animal Science and Technology, Southwest University, China
Pasteurella multocida subsp. multocida str. HB03	PRJNA83131	83131	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Huazhong Agricultural University
Pasteurella multocida 36950	PRJNA86887	86887	Proteobacteria	Gammaproteobacteria	2.34952	40.4	NC_016808.1	CP003022.1	-	-	-	1	2202	2098	2011/11/09	2012/03/27	Complete	Goettingen Genomics Laboratory
Pasteurella multocida subsp. multocida VTCCBAA264	PRJNA89423	89423	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Veterinary Type Culture Collection, NRCE, Sirsa Road, Hisar
Pasteurella multocida subsp. gallicida P1059	PRJNA152827	152827	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	none
Pasteurella multocida subsp. gallicida X73	PRJNA155371	155371	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	none
Pasteurella multocida subsp. multocida str. HN06	PRJNA156881	156881	Proteobacteria	Gammaproteobacteria	2.40758	40.2163	NC_017027.1	CP003313.1	NC_017035.1	CP003314.1	-	2	2361	2265	2012/03/23	2012/04/05	Complete	Huazhong Agricultural University
Pasteurella multocida subsp. multocida str. 3480	PRJNA161955	161955	Proteobacteria	Gammaproteobacteria	2.37813	40.3	NC_017764.1	CP001409.1	-	-	-	1	2296	2223	2012/04/24	2012/05/09	Complete	Laboratory for Genomics and Bioinformatics, University of Oklahoma Health Sciences Center
Pasteurella multocida subsp. multocida str. Anand4_P52	PRJNA167981	167981	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Anand Agricultural University
Lactobacillus rhamnosus MSUIS1	PRJNA39597	39597	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	CENTRE FOR MARINE SCIENCE AND TECHNOLOGY
Lactobacillus rhamnosus R0011	PRJNA51799	51799	Firmicutes	Bacilli	2.90062	46.7	-	-	-	-	AGKC01	10	2782	2719	2011/11/18	2012/02/24	Scaffolds or contigs	Institut Rosell Lallemand Inc.
Lactobacillus rhamnosus HN001	PRJNA55109	55109	Firmicutes	Bacilli	2.91441	46.7387	-	-	NC_011223.1,NC_011225.1	CP001155.1,CP001156.1	ABWJ01	94	2864	2811	-	-	Scaffolds or contigs	Fonterra Research Centre
Lactobacillus rhamnosus LMS2-1	PRJNA55507	55507	Firmicutes	Bacilli	3.1098	46.5	-	-	-	-	ACIZ01	55	3209	3155	2009/03/16	2010/06/09	Scaffolds or contigs	Baylor College of Medicine
Lactobacillus rhamnosus GG	PRJNA59313	59313	Firmicutes	Bacilli	3.01011	46.7	NC_013198.1	FM179322.1	-	-	-	1	2985	2913	2009/09/02	2011/02/15	Complete	Institute of Biotechnology, University of Helsinki, Finland
Lactobacillus rhamnosus Lc 705	PRJNA59315	59315	Firmicutes	Bacilli	3.03311	46.6319	NC_013199.1	FM179323.1	NC_013200.1	FM179324.1	-	2	3033	2957	2009/09/02	2010/04/16	Complete	Institute of Biotechnology, University of Helsinki, Finland
Lactobacillus rhamnosus MTCC 5462	PRJNA62113	62113	Firmicutes	Bacilli	2.52451	46.9	-	-	-	-	AEYM01	2543	3308	3255	2011/04/07	2012/03/06	Scaffolds or contigs	SMC College of Dairy Science, Anand Agricultural University, Anand
Lactobacillus rhamnosus ATCC 21052	PRJNA65127	65127	Firmicutes	Bacilli	2.87352	46.7	-	-	-	-	AFZY01	42	3063	3014	2011/11/18	2011/11/18	Scaffolds or contigs	Washington University Genome Center
Lactobacillus rhamnosus CASL	PRJNA72235	72235	Firmicutes	Bacilli	2.84991	46.6	-	-	-	-	AFYD01	188	-	-	2011/09/20	2011/12/12	Scaffolds or contigs	The Institute of Microbiology, Chinese Academy of Sciences
Lactobacillus rhamnosus GG	PRJDA161983	161983	Firmicutes	Bacilli	3.00505	46.7	NC_017482.1	AP011548.1	-	-	-	1	2905	2834	2009/09/26	2012/05/01	Complete	University of Tokyo
Lactobacillus rhamnosus ATCC 8530	PRJNA162169	162169	Firmicutes	Bacilli	2.96034	46.8	NC_017491.1	CP003094.1	-	-	-	1	2977	2886	2011/11/03	2012/05/01	Complete	University of Saskatchewan
Lactobacillus rhamnosus LRHMDP2	PRJNA169251	169251	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Westmead Centre for Oral Health and Westmead Millennium  Institute, Westmead Hostpital
Lactobacillus rhamnosus LRHMDP3	PRJNA169313	169313	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Westmead Centre for Oral Health and Westmead Millennium  Institute, Westmead Hostpital
Francisella philomiragia subsp. philomiragia ATCC 25015	PRJNA55567	55567	Proteobacteria	Gammaproteobacteria	1.98598	32.5	-	-	-	-	ABYY01	17	1902	1867	2008/12/22	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Francisella philomiragia subsp. philomiragia ATCC 25017	PRJNA59105	59105	Proteobacteria	Gammaproteobacteria	2.04971	32.5919	NC_010336.1	CP000937.1	NC_010331.1	CP000938.1	-	2	1970	1915	2008/02/11	2008/02/12	Complete	DOE Joint Genome Institute
Francisella philomiragia ATCC 25016	PRJNA73371	73371	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Swedish Defence Research Agency
Francisella philomiragia ATCC 25018	PRJNA73373	73373	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Swedish Defence Research Agency
Francisella philomiragia CCUG 12603	PRJNA73377	73377	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Swedish Defence Research Agency
Francisella philomiragia FSC154	PRJNA73381	73381	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Swedish Defence Research Agency
Thermomicrobium roseum DSM 5159	PRJNA59341	59341	Chloroflexi	Thermomicrobia	2.92075	64.2598	NC_011959.1	CP001275.1	NC_011961.1	CP001276.1	-	2	2904	2854	2009/01/22	2011/11/14	Complete	J Craig Venter Institute
Fibrobacter succinogenes subsp. succinogenes S85	PRJNA41169	41169	Fibrobacteres/Acidobacteria group	Fibrobacteres	3.84264	48.1	NC_013410.1	CP001792.1	-	-	-	1	3188	3085	2009/10/15	2011/11/21	Complete	US DOE Joint Genome Institute (JGI-PGF)
Fibrobacter succinogenes subsp. succinogenes S85	PRJNA161919	161919	Fibrobacteres/Acidobacteria group	Fibrobacteres	3.843	48	NC_017448.1	CP002158.1	-	-	-	1	3131	2871	2010/08/06	2012/05/01	Complete	TIGR
Vibrio splendidus 12B01	PRJNA54239	54239	Proteobacteria	Gammaproteobacteria	5.59639	44.1	-	-	-	-	AAMR01	26	5344	5231	2006/01/05	2010/06/08	Scaffolds or contigs	The Gordon and Betty Moore Foundation Marine Microbiology Initiative
Vibrio splendidus LGP32	PRJNA59353	59353	Proteobacteria	Gammaproteobacteria	4.97482	43.8653	NC_011744.2,NC_011753.2	FM954973.2,FM954972.2	-	-	-	2	4603	4432	2008/12/17	2011/12/13	Complete	Institut Pasteur
Vibrio splendidus ATCC 33789	PRJNA68619	68619	Proteobacteria	Gammaproteobacteria	4.95874	44.1	-	-	-	-	AFWG01	91	4637	4558	2011/08/04	2011/08/04	Scaffolds or contigs	Food and Drug Administration
Vibrio splendidus 12F01	PRJNA81899	81899	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Massachusetts Institute of Technology
Vibrio splendidus 12E03	PRJNA167010	167010	Proteobacteria	Gammaproteobacteria	5.369	44.3	-	-	-	-	AJZD01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	Broad/MIT
Vibrio splendidus ZS-139	PRJNA167011	167011	Proteobacteria	Gammaproteobacteria	5.289	43.6	-	-	-	-	AJZE01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	Broad/MIT
Vibrio splendidus ZF-90	PRJNA167012	167012	Proteobacteria	Gammaproteobacteria	5.456	44.2	-	-	-	-	AJZF01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	Broad/MIT
Vibrio splendidus 5S-101	PRJNA167013	167013	Proteobacteria	Gammaproteobacteria	5.42	44.2	-	-	-	-	AJZG01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	Broad/MIT
Vibrio splendidus FF-500	PRJNA167014	167014	Proteobacteria	Gammaproteobacteria	5.793	44.1	-	-	-	-	AJZH01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	Broad/MIT
Vibrio splendidus FF-6	PRJNA167015	167015	Proteobacteria	Gammaproteobacteria	5.667	44.1	-	-	-	-	AJZI01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	Broad/MIT
Vibrio splendidus 1F-157	PRJNA167016	167016	Proteobacteria	Gammaproteobacteria	5.616	44	-	-	-	-	AJZJ01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	Broad/MIT
Vibrio splendidus 0407ZC148	PRJNA167017	167017	Proteobacteria	Gammaproteobacteria	5.497	44.2	-	-	-	-	AJZK01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	Broad/MIT
Vibrio splendidus 1S-124	PRJNA167018	167018	Proteobacteria	Gammaproteobacteria	5.282	44.2	-	-	-	-	AJZL01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	Broad/MIT
Brucella pinnipedialis M163/99/10	PRJNA55743	55743	Proteobacteria	Alphaproteobacteria	3.25627	57.3	-	-	-	-	ACBM01	89	3342	3296	2009/01/23	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Brucella pinnipedialis B2/94	PRJNA55745	55745	Proteobacteria	Alphaproteobacteria	6.79794	57.15	NC_015857.1,NC_015858.1	CP002078.1,CP002079.1	-	-	ACBN01	19	6841	6614	-	-	Complete	The Broad Institute Genome Sequencing Platform
Brucella pinnipedialis M292/94/1	PRJNA55797	55797	Proteobacteria	Alphaproteobacteria	3.32344	57.3	-	-	-	-	ACEF01	15	3284	3235	2009/02/18	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Brucella pinnipedialis B2/94	PRJNA71131	71131	Proteobacteria	Alphaproteobacteria	3.39927	57.2	-	-	-	-	-	2	3502	3324	-	-	Complete	INRA
Brucella pinnipedialis B2/94	PRJNA71133	71133	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Brucella ceti M644/93/1	PRJNA55747	55747	Proteobacteria	Alphaproteobacteria	3.28358	57.2	-	-	-	-	ACBO01	17	3292	3243	2009/01/23	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Brucella ceti M13/05/1	PRJNA55749	55749	Proteobacteria	Alphaproteobacteria	3.28222	57.3	-	-	-	-	ACBP01	22	3280	3231	2009/01/23	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Brucella ceti M490/95/1	PRJNA55805	55805	Proteobacteria	Alphaproteobacteria	3.27447	57.3	-	-	-	-	ACEJ01	17	3255	3207	2009/02/18	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Brucella ceti B1/94	PRJNA55807	55807	Proteobacteria	Alphaproteobacteria	3.27672	57.3	-	-	-	-	ACEK01	14	3237	3189	2009/02/18	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Brucella ceti str. Cudo	PRJNA55833	55833	Proteobacteria	Alphaproteobacteria	3.38927	57.2	-	-	-	-	ACJD01	7	3363	3154	2009/03/24	2010/02/03	Scaffolds or contigs	Virginia Bioinformatics Institute (VBI)
Enterococcus gallinarum EG2	PRJNA55685	55685	Firmicutes	Bacilli	3.13443	40.6	-	-	-	-	ACAJ01	14	3079	3041	2009/05/20	2010/10/26	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Enterococcus casseliflavus EC30	PRJNA55679	55679	Firmicutes	Bacilli	3.41588	42.5	-	-	-	-	ACAH01	19	3319	3283	2009/05/28	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Enterococcus casseliflavus EC10	PRJNA55689	55689	Firmicutes	Bacilli	3.42327	42.5	-	-	-	-	ACAL01	18	3341	3292	2009/06/12	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Enterococcus casseliflavus EC20	PRJNA55693	55693	Firmicutes	Bacilli	3.3925	42.8	-	-	-	-	ACAO01	6	3205	3170	2009/05/21	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Enterococcus casseliflavus ATCC 12755	PRJNA63559	63559	Firmicutes	Bacilli	3.55484	-	-	-	-	-	AEWT01	16	3606	3548	2011/03/03	2011/03/09	Scaffolds or contigs	Baylor College of Medicine
Enterococcus flavescens ATCC 49996	PRJNA88843	88843	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Caulobacter crescentus CB15	PRJNA57891	57891	Proteobacteria	Alphaproteobacteria	4.01695	67.2	NC_002696.2	AE005673.1	-	-	-	1	3819	3737	2001/03/21	2011/12/03	Complete	TIGR
Caulobacter crescentus NA1000	PRJNA59307	59307	Proteobacteria	Alphaproteobacteria	4.04293	67.2	NC_011916.1	CP001340.1	-	-	-	1	3971	3877	2009/01/16	2012/01/25	Complete	University of Chicago
Brucella melitensis bv. 1 str. 16M	PRJNA40857	40857	Proteobacteria	Alphaproteobacteria	3.26916	57.2	-	-	-	-	ACJL01	15	3131	3083	2009/09/18	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Brucella melitensis bv. 1 str. 16M	PRJNA47073	47073	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Battelle
Brucella melitensis bv. 1 str. 63/149	PRJNA47691	47691	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 63/33	PRJNA47693	47693	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 63/143	PRJNA47695	47695	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 63/43	PRJNA47697	47697	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 63/61	PRJNA47699	47699	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 65/16	PRJNA47701	47701	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 65/57	PRJNA47703	47703	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 65/56	PRJNA47705	47705	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 65/32	PRJNA47707	47707	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 65/112	PRJNA47709	47709	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 65/61	PRJNA47711	47711	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 80/1	PRJNA47713	47713	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 80/4	PRJNA47715	47715	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 85/20	PRJNA47717	47717	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. 90/1	PRJNA47719	47719	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. F3/99-548	PRJNA47721	47721	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. F1/01	PRJNA47723	47723	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. R36/03-60	PRJNA47725	47725	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. F3/05-371	PRJNA47727	47727	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. F3/05-372	PRJNA47729	47729	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 3 str. G9481	PRJNA47797	47797	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. G5013	PRJNA47799	47799	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. H0866	PRJNA47803	47803	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. G6191	PRJNA47805	47805	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis G8755	PRJNA47809	47809	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis E8127	PRJNA47811	47811	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. H0877	PRJNA47849	47849	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis G6605	PRJNA47851	47851	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 3 str. G9248	PRJNA47853	47853	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 3 str. G9319	PRJNA47855	47855	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis H1992	PRJNA47857	47857	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 3 str. K26	PRJNA47859	47859	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brucella melitensis bv. 1 str. Rev.1	PRJNA55799	55799	Proteobacteria	Alphaproteobacteria	3.27014	57.2	-	-	-	-	ACEG01	26	3268	3220	2009/02/18	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Brucella melitensis bv. 3 str. Ether	PRJNA55803	55803	Proteobacteria	Alphaproteobacteria	3.27991	57.3	-	-	-	-	ACEI01	13	3286	3237	2009/02/18	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Brucella melitensis bv. 2 str. 63/9	PRJNA55811	55811	Proteobacteria	Alphaproteobacteria	3.28495	57.3	-	-	-	-	ACEM01	60	3256	3207	2009/02/18	2010/02/03	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Brucella melitensis bv. 1 str. 16M	PRJNA57735	57735	Proteobacteria	Alphaproteobacteria	3.29493	57.2357	NC_003318.1,NC_003317.1	AE008918.1,AE008917.1	-	-	-	2	3264	3198	2001/11/13	2011/11/26	Complete	Integrated Genomics
Brucella melitensis ATCC 23457	PRJNA59241	59241	Proteobacteria	Alphaproteobacteria	3.31122	57.2358	NC_012441.1,NC_012442.1	CP001488.1,CP001489.1	-	-	-	2	3347	3135	2009/03/25	2011/09/30	Complete	Virginia Bioinformatics Institute
Brucella melitensis bv. 1 str. M5	PRJNA65459	65459	Proteobacteria	Alphaproteobacteria	3.28322	57.2	-	-	-	-	AFEZ01	30	-	-	2011/04/26	2011/07/05	Scaffolds or contigs	Microbial Genome Research Center, CAS Key laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences
Brucella melitensis bv. 1 str. M28-12	PRJNA65461	65461	Proteobacteria	Alphaproteobacteria	3.28607	57.1	-	-	-	-	AFFA01	30	-	-	2011/04/26	2011/07/05	Scaffolds or contigs	Microbial Genome Research Center, CAS Key laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences
Brucella melitensis bv. 1 str. M111	PRJNA65463	65463	Proteobacteria	Alphaproteobacteria	3.28921	57.2	-	-	-	-	AFFB01	33	-	-	2011/04/26	2011/07/05	Scaffolds or contigs	Microbial Genome Research Center, CAS Key laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences
Brucella melitensis bv. 1 str. 16M	PRJNA82685	82685	Proteobacteria	Alphaproteobacteria	3.28308	57.1	-	-	-	-	AHWC01	-	-	-	2012/02/28	2012/02/28	Scaffolds or contigs	Chinese PLA Institute for Disease Control & Prevention, Academy of Military Medical Sciences
Brucella melitensis 16M1W	PRJNA82687	82687	Proteobacteria	Alphaproteobacteria	3.28337	57.1	-	-	-	-	AHWD01	-	-	-	2012/02/28	2012/02/28	Scaffolds or contigs	Chinese PLA Institute for Disease Control & Prevention, Academy of Military Medical Sciences
Brucella melitensis 16M13W	PRJNA82689	82689	Proteobacteria	Alphaproteobacteria	3.25999	57.1	-	-	-	-	AHWE01	-	-	-	2012/02/28	2012/02/28	Scaffolds or contigs	Chinese PLA Institute for Disease Control & Prevention, Academy of Military Medical Sciences
Brucella melitensis NI	PRJNA158853	158853	Proteobacteria	Alphaproteobacteria	3.29448	57.2357	NC_017283.1,NC_017248.1	CP002932.1,CP002931.1	-	-	-	2	3290	3229	2011/10/06	2012/04/17	Complete	China Agricultrual University
Brucella melitensis M5-90	PRJNA158855	158855	Proteobacteria	Alphaproteobacteria	3.31223	57.2358	NC_017247.1,NC_017246.1	CP001852.1,CP001851.1	-	-	-	2	3422	3358	2011/03/22	2012/06/13	Complete	National Key Laboratory of Veterinary Biotechnology , Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences
Brucella melitensis M28	PRJNA158857	158857	Proteobacteria	Alphaproteobacteria	3.31175	57.2358	NC_017245.1,NC_017244.1	CP002460.1,CP002459.1	-	-	-	2	3427	3363	2011/03/18	2012/04/17	Complete	National Key Laboratory of Veterinary Biotechnology , Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences
Dickeya dadantii Ech586	PRJNA42519	42519	Proteobacteria	Gammaproteobacteria	4.81839	53.6	NC_013592.1	CP001836.1	-	-	-	1	4318	4144	2009/12/09	2011/11/21	Complete	US DOE Joint Genome Institute (JGI-PGF)
Dickeya dadantii 3937	PRJNA52537	52537	Proteobacteria	Gammaproteobacteria	4.9228	56.3	NC_014500.1	CP002038.1	-	-	-	1	4687	4549	2010/09/10	2012/03/09	Complete	International Erwinia Consortium
Dickeya dadantii Ech703	PRJNA59363	59363	Proteobacteria	Gammaproteobacteria	4.67945	55	NC_012880.1	CP001654.1	-	-	-	1	4136	3970	2009/06/26	2011/11/21	Complete	US DOE Joint Genome Institute
Dickeya dadantii ZJU1202	PRJNA84335	84335	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Zhejiang University
Bacillus megaterium QM B1551	PRJNA15862	15862	Firmicutes	Bacilli	5.52319	37.9674	NC_014019.1	CP001983.1	NC_004604.2,NC_010009.2,NC_014023.1,NC_010008.2,NC_014025.1,NC_010010.2,NC_014031.1	CP001987.1,CP001985.1,CP001990.1,CP001984.1,CP001988.1,CP001986.1,CP001989.1	-	8	5805	5612	2003/03/10	2011/08/16	Complete	Institute for Genome Sciences, University of Maryland School of Medicine
Bacillus megaterium	PRJNA27959	27959	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Wisconsin, Surgery, USA, Madison
